Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
0,51,M,4,Unknown,Married,$120K +,Gold,46,6,1,3,34085.8,2262,31835.2,1.953,1335,32,0.714,0.063
0,50,M,3,Graduate,Married,$80K - $120K,Blue,36,3,1,1,11648.1,1681,10460.7,1.549,1538,23,0.938,0.149
0,48,M,2,Post-Graduate,Single,$80K - $120K,Blue,36,6,2,3,29979.9,2362,27336.4,1.67,1666,32,0.953,0.079
0,45,F,4,Graduate,Single,Less than $40K,Blue,36,6,1,3,1472.5,0,1464.7,1.047,1207,36,0.618,0.0
0,41,M,3,High School,Single,$80K - $120K,Blue,28,4,1,1,4391.3,0,4355.4,2.528,1519,17,0.827,0.0
0,46,F,2,High School,Married,Less than $40K,Blue,36,4,2,2,2408.2,1688,1438.3,1.307,1309,30,1.059,0.727
0,45,M,3,College,Married,$60K - $80K,Blue,36,5,1,1,12479.7,1357,11651.7,0.91,1144,40,1.58,0.109
0,54,M,1,Doctorate,Married,$60K - $80K,Blue,40,2,3,3,8627.6,1401,7107.3,1.348,1306,28,1.373,0.167
0,47,M,3,Uneducated,Married,$60K - $80K,Blue,36,5,2,1,4663.9,1401,3339.2,2.256,1093,28,0.834,0.297
0,41,F,3,High School,Single,Less than $40K,Blue,33,3,2,1,1456.5,971,1438.3,1.772,1055,30,0.352,0.674
1,54,F,3,Uneducated,Married,Unknown,Blue,42,5,1,2,1444.1,0,1438.3,0.984,706,16,0.892,0.0
0,42,M,4,Graduate,Married,$60K - $80K,Gold,36,2,3,3,33469.7,1205,33851.2,0.693,1343,38,0.771,0.034
1,49,F,2,Graduate,Single,Less than $40K,Blue,36,2,3,3,1482.8,0,1461.1,0.501,655,11,0.45,0.0
0,44,M,4,Unknown,Married,$80K - $120K,Blue,37,5,1,2,4386.1,971,3147.9,1.789,1346,32,1.693,0.224
0,42,M,4,Graduate,Married,$60K - $80K,Gold,36,2,3,3,34093.0,1207,34180.0,0.692,1352,36,0.777,0.035
0,50,M,1,High School,Married,$40K - $60K,Blue,36,3,2,3,3978.9,1358,2566.7,0.917,1011,24,0.739,0.327
0,44,M,4,Unknown,Married,$80K - $120K,Blue,37,5,1,2,4258.2,974,3329.4,1.735,1350,32,1.711,0.231
0,47,M,2,Graduate,Single,$80K - $120K,Blue,36,5,1,2,11857.8,2260,9735.5,1.986,1542,25,0.431,0.192
0,44,M,3,Graduate,Married,$40K - $60K,Blue,36,3,3,0,4850.0,0,4682.6,1.526,1087,22,0.501,0.0
0,46,F,2,High School,Married,Less than $40K,Blue,36,4,2,2,2533.9,1688,1438.3,1.353,1317,28,1.083,0.687
0,46,M,2,Graduate,Married,$60K - $80K,Blue,36,4,1,2,9417.6,1409,7869.0,1.337,1314,28,1.319,0.158
1,54,F,3,Uneducated,Married,Unknown,Blue,42,5,1,2,1438.3,0,1438.3,1.004,703,17,0.903,0.0
0,48,M,3,High School,Married,$60K - $80K,Blue,36,5,1,2,12340.9,1734,10894.5,0.884,1144,33,1.589,0.133
0,44,M,4,Unknown,Married,$80K - $120K,Blue,37,5,1,2,4172.1,971,3312.9,1.744,1350,26,1.65,0.231
0,48,F,2,Graduate,Divorced,Less than $40K,Blue,40,5,3,3,1438.3,0,1476.0,0.673,1059,19,0.657,0.0
0,42,M,4,Graduate,Married,$60K - $80K,Gold,36,2,3,3,34516.0,1208,34240.8,0.674,1345,46,0.802,0.034
0,48,M,2,Graduate,Single,$80K - $120K,Blue,36,6,3,3,11535.3,1681,9866.8,1.495,1437,33,0.899,0.14
1,55,M,2,Graduate,Married,$60K - $80K,Blue,46,2,3,3,2202.8,0,2183.8,0.396,650,14,0.335,0.0
0,46,F,2,High School,Married,Less than $40K,Blue,36,4,2,2,2435.2,1692,1438.3,1.329,1310,28,1.029,0.685
0,44,M,3,Graduate,Married,$40K - $60K,Blue,36,3,3,0,4900.8,0,4709.8,1.504,1082,19,0.498,0.0
1,54,F,3,Uneducated,Married,Unknown,Blue,42,5,1,2,1511.0,0,1466.1,0.95,707,17,0.905,0.0
0,42,M,1,Graduate,Married,$40K - $60K,Blue,36,4,2,2,3967.4,1468,2625.2,0.796,1091,29,0.849,0.376
0,40,M,3,Uneducated,Married,$60K - $80K,Blue,21,5,1,0,4669.8,0,4599.6,2.149,819,28,2.408,0.0
0,44,F,3,Uneducated,Single,Less than $40K,Blue,34,5,2,2,10310.9,0,9980.3,0.53,1048,16,1.543,0.0
0,40,F,4,High School,Unknown,Less than $40K,Blue,34,3,4,1,3358.2,2514,1438.3,1.328,1174,17,2.33,0.77
0,48,M,2,Graduate,Single,$80K - $120K,Blue,36,6,3,3,12086.5,1678,10034.9,1.509,1442,35,0.891,0.143
0,43,F,2,High School,Married,Less than $40K,Blue,36,4,2,3,2521.1,1563,1438.3,0.843,1440,31,0.843,0.616
0,48,M,2,Post-Graduate,Single,$80K - $120K,Blue,36,6,2,3,30148.8,2364,28242.5,1.755,1672,28,0.926,0.081
0,50,M,4,Graduate,Married,$80K - $120K,Blue,36,4,2,2,30725.7,1679,28418.1,1.512,1674,32,0.932,0.055
0,48,M,2,Post-Graduate,Single,$80K - $120K,Blue,36,6,2,3,31040.4,2365,27996.9,1.721,1673,31,0.945,0.079
0,44,F,3,Graduate,Single,Less than $40K,Blue,36,4,2,2,3367.4,1925,1438.3,0.867,1171,29,2.365,0.57
1,55,M,2,Graduate,Married,$60K - $80K,Blue,46,2,3,3,2215.2,0,2193.3,0.384,648,13,0.337,0.0
1,56,M,2,Graduate,Single,$60K - $80K,Blue,48,3,4,3,2239.8,0,2173.9,0.395,607,16,0.369,0.0
0,40,M,3,College,Married,$60K - $80K,Blue,36,4,1,1,18819.0,0,18348.7,1.198,1780,30,0.736,0.0
0,44,M,2,Graduate,Married,$40K - $60K,Blue,36,3,1,2,4120.8,1249,2758.1,1.39,1085,28,0.839,0.304
0,42,M,4,College,Married,$80K - $120K,Blue,31,3,3,2,8460.4,1932,6373.5,0.679,1197,19,0.935,0.231
0,47,M,3,Uneducated,Married,$60K - $80K,Blue,36,5,2,1,4700.2,1398,3302.8,2.112,1088,21,0.87,0.286
0,39,M,2,Graduate,Single,$80K - $120K,Blue,36,5,1,2,9959.1,2357,7810.0,1.767,1103,28,1.149,0.233
0,45,F,2,Graduate,Single,Less than $40K,Blue,36,4,3,3,1473.0,0,1454.4,0.698,1335,14,0.706,0.0
0,41,F,3,High School,Single,Less than $40K,Blue,33,3,2,1,1438.3,973,1438.3,1.775,1062,22,0.356,0.684
0,41,M,3,High School,Single,$80K - $120K,Blue,28,4,1,1,4301.5,0,4329.5,2.466,1520,24,0.824,0.0
1,45,M,3,Graduate,Married,$60K - $80K,Blue,36,4,3,3,1438.3,0,1438.3,0.566,698,15,0.499,0.0
0,52,M,3,Graduate,Married,$60K - $80K,Blue,40,3,1,0,8551.9,1646,7061.9,1.441,1315,31,1.402,0.189
0,37,M,3,Uneducated,Single,$60K - $80K,Blue,36,5,3,0,22923.5,1,22517.2,1.129,875,21,0.713,0.0
0,41,F,3,High School,Single,Less than $40K,Blue,33,3,2,1,1443.8,977,1438.3,1.711,1060,27,0.364,0.685
0,44,M,4,Unknown,Married,$80K - $120K,Blue,37,5,1,2,4237.9,969,3291.2,1.791,1343,28,1.689,0.234
0,32,M,0,High School,Unknown,$60K - $80K,Silver,27,2,2,2,28290.1,1396,26815.2,2.186,1543,41,0.733,0.048
0,40,F,4,High School,Unknown,Less than $40K,Blue,34,3,4,1,3362.4,2517,1438.3,1.373,1174,15,2.267,0.742
0,40,F,4,High School,Unknown,Less than $40K,Blue,34,3,4,1,3355.8,2512,1438.3,1.392,1176,21,2.36,0.764
0,43,F,2,High School,Married,Less than $40K,Blue,36,4,2,3,2599.8,1556,1438.3,0.873,1446,29,0.869,0.616
0,54,M,2,Unknown,Married,$80K - $120K,Blue,42,4,2,3,12141.8,0,12640.3,1.063,1105,26,0.729,0.0
0,44,F,1,Graduate,Married,Less than $40K,Blue,36,4,3,2,3327.5,1581,1811.4,1.415,1170,28,2.343,0.49
0,40,F,4,High School,Unknown,Less than $40K,Blue,34,3,4,1,3329.5,2517,1438.3,1.384,1172,20,2.38,0.773
0,44,F,1,Graduate,Married,Less than $40K,Blue,36,4,3,2,3417.5,1583,1751.4,1.426,1168,24,2.294,0.479
0,59,M,1,High School,Single,$60K - $80K,Blue,46,4,1,4,7414.8,2258,4984.7,2.05,1265,31,0.831,0.296
1,57,F,3,High School,Single,Less than $40K,Blue,48,3,3,4,1446.3,0,1438.3,0.505,682,16,0.399,0.0
0,53,M,2,Uneducated,Married,$60K - $80K,Blue,48,2,2,1,2480.8,1694,1438.3,1.316,1593,29,0.856,0.705
0,50,M,1,High School,Married,$40K - $60K,Blue,36,3,2,3,4025.0,1354,2622.0,0.935,1010,25,0.758,0.335
0,42,M,2,Graduate,Married,$80K - $120K,Blue,30,6,2,3,18224.8,2265,16070.8,1.979,1781,32,0.78,0.126
1,54,F,3,Uneducated,Married,Unknown,Blue,42,5,1,2,1443.9,0,1438.3,1.021,703,19,0.899,0.0
0,61,M,1,High School,Married,$40K - $60K,Blue,56,2,2,3,3261.6,1518,1611.6,1.42,1335,29,1.185,0.49
1,47,M,1,Doctorate,Divorced,$60K - $80K,Blue,42,5,2,0,2148.0,0,2225.8,0.428,689,15,0.603,0.0
0,40,M,3,Uneducated,Married,$60K - $80K,Blue,21,5,1,0,4728.5,0,4614.8,2.167,819,32,2.483,0.0
0,47,M,2,Graduate,Single,$80K - $120K,Blue,36,5,1,2,11614.1,2263,9566.6,2.019,1543,33,0.404,0.197
0,42,M,3,Graduate,Married,$40K - $60K,Blue,36,3,1,2,4105.8,1246,2877.6,1.379,1091,21,0.842,0.314
0,48,M,3,Graduate,Married,$60K - $80K,Blue,36,5,3,4,2942.5,0,2979.2,1.864,1458,18,0.993,0.0
0,42,M,2,Graduate,Married,$80K - $120K,Blue,30,6,2,3,18183.4,2266,15309.0,1.97,1784,38,0.78,0.122
1,62,F,0,Graduate,Married,Less than $40K,Blue,49,2,3,3,1449.2,0,1438.3,1.051,688,15,0.606,0.0
1,47,M,1,Doctorate,Divorced,$60K - $80K,Blue,42,5,2,0,2261.7,0,2241.3,0.435,693,18,0.586,0.0
0,40,F,2,Graduate,Single,Less than $40K,Blue,31,5,2,2,2488.7,1471,1438.3,0.847,1127,34,0.354,0.587
0,45,M,3,High School,Married,$60K - $80K,Blue,39,5,1,3,12550.1,775,11621.0,1.358,1149,44,1.647,0.062
0,40,M,3,Uneducated,Married,$60K - $80K,Blue,21,5,1,0,4893.4,0,4762.8,2.155,815,25,2.576,0.0
0,57,M,2,Post-Graduate,Married,$40K - $60K,Blue,48,5,2,0,9177.3,0,9363.0,1.124,1124,19,0.542,0.0
0,43,F,2,High School,Single,Less than $40K,Blue,36,4,2,2,1438.3,967,1438.3,1.799,1064,30,0.358,0.691
1,51,F,1,Graduate,Single,Less than $40K,Blue,43,6,2,3,1773.5,0,1851.0,1.072,693,12,0.601,0.0
0,40,M,3,College,Married,$60K - $80K,Blue,36,4,1,1,18204.4,0,17836.2,1.228,1778,33,0.771,0.0
0,40,M,1,High School,Married,$60K - $80K,Blue,36,5,2,1,13400.6,0,13749.4,0.577,1029,20,0.585,0.0
1,48,F,3,Graduate,Married,Less than $40K,Blue,36,2,3,4,1458.7,0,1451.8,0.476,630,10,0.375,0.0
0,43,F,2,High School,Single,Less than $40K,Blue,36,4,2,2,1445.3,970,1438.3,1.707,1057,31,0.351,0.689
0,38,F,4,High School,Single,Less than $40K,Blue,28,2,3,3,2402.6,1575,1438.3,0.761,1062,18,0.903,0.632
0,59,M,1,High School,Single,$60K - $80K,Blue,46,4,1,4,7238.8,2256,5202.9,2.062,1258,24,0.863,0.308
1,52,F,2,Graduate,Married,Less than $40K,Blue,44,3,3,3,1463.4,0,1438.3,0.452,642,15,0.41,0.0
1,51,F,3,High School,Single,Less than $40K,Blue,36,6,3,3,2542.6,0,2523.5,1.054,932,21,0.494,0.0
0,45,F,4,Graduate,Single,Less than $40K,Blue,36,6,1,3,1438.3,0,1438.3,1.038,1204,29,0.602,0.0
0,41,M,2,Graduate,Single,$80K - $120K,Blue,36,4,2,3,4435.0,1670,2640.4,1.557,1537,28,0.557,0.404
0,43,F,2,High School,Married,Less than $40K,Blue,36,4,2,3,2438.7,1555,1438.3,0.832,1446,32,0.898,0.639
0,51,M,4,Unknown,Married,$120K +,Gold,46,6,1,3,33462.9,2267,32495.2,1.978,1328,26,0.73,0.065
0,48,M,3,High School,Married,$60K - $80K,Blue,36,5,1,2,12515.4,1726,10955.6,0.868,1139,42,1.639,0.132
0,49,M,2,Graduate,Married,$40K - $60K,Blue,41,3,2,0,2948.3,2434,1438.3,1.03,1180,23,1.085,0.82
0,42,M,2,Graduate,Married,$80K - $120K,Blue,30,6,2,3,18478.5,2264,16108.4,1.911,1778,39,0.745,0.124
0,42,M,1,Graduate,Married,$40K - $60K,Blue,36,4,2,2,3990.7,1471,2452.8,0.851,1085,28,0.855,0.368
1,51,F,3,High School,Single,Less than $40K,Blue,36,6,3,3,2527.7,0,2573.3,1.057,932,18,0.492,0.0
0,55,F,3,Graduate,Married,Less than $40K,Blue,36,3,3,4,1438.3,5,1438.3,0.626,1063,19,0.368,0.0
0,45,M,3,High School,Married,$60K - $80K,Blue,39,5,1,3,13057.5,782,11758.2,1.376,1142,40,1.644,0.062
0,32,M,0,High School,Unknown,$60K - $80K,Silver,27,2,2,2,29033.2,1396,27355.2,2.162,1536,38,0.706,0.048
1,62,F,0,Graduate,Married,Less than $40K,Blue,49,2,3,3,1470.4,0,1477.8,1.084,695,17,0.593,0.0
0,48,F,2,Graduate,Divorced,Less than $40K,Blue,40,5,3,3,1448.2,0,1438.3,0.686,1061,25,0.666,0.0
0,46,F,2,High School,Married,Less than $40K,Blue,36,4,2,2,2458.3,1690,1438.3,1.315,1308,33,1.057,0.709
0,45,F,4,Graduate,Single,Less than $40K,Blue,36,6,1,3,1454.7,2,1468.7,1.066,1201,32,0.646,0.0
0,43,F,2,High School,Married,Less than $40K,Blue,36,4,2,3,2514.3,1555,1438.3,0.833,1439,27,0.885,0.632
0,41,M,2,Graduate,Single,$80K - $120K,Blue,36,4,2,3,4332.0,1668,2605.1,1.521,1539,21,0.554,0.388
0,54,M,1,Doctorate,Married,$60K - $80K,Blue,40,2,3,3,8774.2,1401,7183.8,1.338,1310,33,1.408,0.161
0,43,F,2,High School,Single,Less than $40K,Blue,36,4,2,2,1444.0,968,1438.3,1.746,1062,28,0.353,0.674
0,63,M,1,High School,Married,$60K - $80K,Blue,56,3,3,2,3257.5,1926,1438.3,0.847,1015,27,0.588,0.602
0,48,F,2,Graduate,Married,Less than $40K,Blue,36,5,2,2,2487.5,1562,1438.3,0.873,1444,35,0.871,0.618
1,48,F,3,Graduate,Married,Less than $40K,Blue,36,2,3,4,1479.7,0,1440.9,0.476,626,14,0.388,0.0
1,55,M,2,Graduate,Married,$60K - $80K,Blue,46,2,3,3,2163.3,0,2184.3,0.404,653,12,0.335,0.0
0,49,F,5,Graduate,Single,Less than $40K,Blue,44,6,1,2,8553.4,865,7369.6,1.523,1288,33,3.574,0.107
1,51,F,3,High School,Single,Less than $40K,Blue,36,6,3,3,2508.0,0,2500.2,1.003,927,13,0.52,0.0
0,54,M,1,Doctorate,Married,$60K - $80K,Blue,40,2,3,3,8302.4,1407,7305.0,1.361,1306,32,1.392,0.169
0,46,M,3,Graduate,Married,$60K - $80K,Blue,36,4,1,2,9475.2,1403,8142.5,1.302,1306,37,1.346,0.154
0,43,F,2,High School,Married,Less than $40K,Blue,36,4,2,3,2458.1,1556,1438.3,0.851,1436,29,0.863,0.625
0,51,M,4,Unknown,Married,$120K +,Gold,46,6,1,3,34516.0,2261,32675.1,1.921,1333,32,0.727,0.065
0,51,M,3,Graduate,Married,$80K - $120K,Blue,36,4,1,0,3373.4,0,3431.3,2.697,1892,24,2.337,0.0
0,41,M,3,High School,Single,$80K - $120K,Blue,28,4,1,1,4231.9,0,4268.4,2.513,1526,19,0.839,0.0
0,41,M,3,Uneducated,Married,$80K - $120K,Blue,36,4,4,1,4115.4,1666,2587.7,1.55,1535,24,0.564,0.379
0,42,M,4,Graduate,Married,$60K - $80K,Gold,36,2,3,3,34203.8,1206,34059.9,0.703,1347,42,0.791,0.036
1,62,F,0,Graduate,Married,Less than $40K,Blue,49,2,3,3,1438.3,0,1465.6,1.029,695,13,0.617,0.0
0,47,M,2,Graduate,Married,$60K - $80K,Blue,42,5,2,0,2358.8,679,1728.9,1.203,1309,37,1.074,0.281
1,49,F,2,Graduate,Single,Less than $40K,Blue,36,2,3,3,1460.2,0,1450.0,0.514,651,10,0.441,0.0
0,49,M,3,Graduate,Married,$80K - $120K,Blue,36,5,1,3,11839.2,1678,9785.1,1.532,1442,32,0.906,0.141
0,63,M,1,High School,Married,$60K - $80K,Blue,56,3,3,2,3239.3,1925,1438.3,0.887,1013,32,0.598,0.609
0,50,M,4,Graduate,Married,$80K - $120K,Blue,36,4,2,2,29779.7,1681,28330.4,1.546,1671,30,0.988,0.055
0,42,F,3,Uneducated,Married,Less than $40K,Blue,32,5,3,2,2397.7,0,2441.4,0.651,962,26,0.345,0.0
0,50,M,3,Graduate,Married,$80K - $120K,Blue,36,3,1,1,11778.2,1680,10294.6,1.474,1534,29,0.934,0.144
0,48,M,2,Post-Graduate,Single,$80K - $120K,Blue,36,6,2,3,29663.5,2367,28292.4,1.675,1667,28,0.89,0.081
0,41,M,2,Graduate,Single,$80K - $120K,Blue,36,4,2,3,4405.6,1667,2645.8,1.543,1531,26,0.568,0.388
0,43,F,2,High School,Single,Less than $40K,Blue,36,4,2,2,1463.5,971,1438.3,1.768,1063,24,0.349,0.677
0,37,M,3,College,Married,$40K - $60K,Blue,36,3,3,0,9063.8,1646,7361.3,1.425,1305,34,1.484,0.182
0,54,M,2,Unknown,Married,$80K - $120K,Blue,42,4,2,3,12223.6,2,12322.5,1.127,1113,20,0.738,0.0
0,48,M,2,Post-Graduate,Single,$80K - $120K,Blue,36,6,2,3,30493.6,2365,28453.3,1.76,1675,22,0.898,0.075
0,48,M,3,College,Single,$80K - $120K,Blue,36,4,3,3,11298.0,0,11956.7,0.76,1541,22,0.413,0.0
0,44,F,3,Graduate,Single,Less than $40K,Blue,36,4,2,2,3296.6,1920,1438.3,0.866,1172,27,2.241,0.579
0,54,M,2,Unknown,Married,$80K - $120K,Blue,42,4,2,3,12050.4,0,12390.1,1.07,1107,16,0.761,0.0
0,53,M,3,High School,Married,$40K - $60K,Blue,42,3,1,2,3929.7,2040,1978.8,1.415,1013,26,0.719,0.503
0,48,M,2,Graduate,Single,$80K - $120K,Blue,36,6,3,3,11590.5,1682,10192.6,1.526,1437,36,0.883,0.144
0,44,F,1,Graduate,Married,Less than $40K,Blue,36,4,3,2,3432.1,1582,1733.1,1.412,1167,23,2.236,0.484
0,41,M,3,Uneducated,Married,$80K - $120K,Blue,36,4,4,1,4331.8,1668,2562.0,1.509,1541,30,0.558,0.414
0,47,F,4,High School,Single,Less than $40K,Blue,36,3,3,2,2463.5,1563,1438.3,0.577,1130,21,0.365,0.636
0,41,M,2,Graduate,Single,$80K - $120K,Blue,36,4,2,3,4326.0,1673,2569.1,1.542,1533,28,0.566,0.383
